#exonID__	ExcitatoryNeurons	InhibitoryNeurons	Astrocytes	Oligodendrocytes	OPCs	VLMCs
chr4_102672009_102672054	NA	NA	NA	NA	NA	NA
chr15_82821711_82821839	0.5	0.315789	0.954545	NA	NA	NA
chr6_89754083_89754230	1	1	NA	NA	NA	NA
chr7_93334117_93334197	0.9375	1	0.8	NA	NA	NA
chr7_104184123_104184171	NA	NA	NA	NA	NA	NA
chr4_89018890_89019094	NA	NA	NA	NA	NA	NA
chr10_49524033_49524777	0.948276	0.927273	0.866667	0.962963	0.8	NA
chr12_111555883_111555919	0.952381	0.921053	0.906667	0.966667	1	NA
chr1_39762517_39762651	0.1875	0.151515	0.478261	0.466667	NA	NA
chr13_95246975_95247095	NA	NA	NA	NA	NA	NA
chr12_120571191_120571291	0.915254	0.924528	0.823529	0.961538	0.923077	NA
chr5_66055059_66055126	NA	NA	0.0597015	0.172414	NA	NA
chr15_55350699_55350912	0.5	NA	0.461538	NA	NA	NA
chr17_58304338_58304399	1	1	NA	NA	NA	NA
chr15_74687091_74687179	0.0555556	0.0526316	0	0.25	0.047619	NA
chr14_102280648_102280824	0.357895	0.224138	0.142857	NA	NA	NA
chr2_197398969_197399038	0.0930233	0.0921053	0.183099	0.162162	0.108108	NA
chr12_20715139_20715285	NA	NA	0.933333	NA	NA	NA
chr8_22636525_22636586	0.823529	0.8	NA	NA	NA	NA
chr17_47486763_47486884	0.173913	0.0454545	0.208333	0.136364	NA	NA
chr3_49809390_49809464	NA	NA	0.575	NA	NA	NA
chr10_106629761_106629879	0	NA	NA	NA	NA	NA
chr16_67831576_67831612	0.923077	0.884615	0.964286	1	1	NA
chr12_57473603_57473708	NA	NA	NA	NA	NA	NA
chr19_29528433_29528462	NA	NA	NA	NA	NA	NA
chr3_183057311_183057422	0.8	1	1	1	NA	NA
chr2_222900674_222900780	0.302632	0.301075	0.373626	0.3	0.368421	NA
chr17_76683847_76683927	NA	0.24	NA	NA	NA	NA
chr17_4071339_4071446	NA	NA	NA	NA	NA	NA
chr14_50821874_50822077	0.923077	1	0.87931	0.944444	0.909091	NA
chr13_72781289_72781356	0.6	0.764706	0.448276	0.722222	0.5	NA
chr6_111313352_111313489	NA	NA	NA	NA	NA	NA
chr3_122826800_122827065	NA	1	0.9375	NA	NA	NA
chrX_124090854_124090964	0.818182	0.454545	0.388889	0.428571	NA	NA
chr6_24554541_24554631	0.836735	0.888889	0.85	NA	NA	NA
chr3_180604852_180605007	0.951031	0.949686	0.927711	0.938679	0.940594	NA
chr3_119435755_119435935	NA	NA	0.909091	1	NA	NA
chr10_14553322_14553387	NA	NA	0	0.145161	NA	NA
chr12_10449914_10449967	NA	NA	NA	NA	NA	NA
chr12_130810782_130810937	0.324324	0.3	0	0	NA	NA
chr8_98205111_98205246	0.931034	1	NA	NA	NA	NA
chr3_27287698_27287743	NA	NA	NA	NA	NA	NA
chr14_56603815_56603992	NA	NA	0.7	0.5	NA	NA
chr1_15916128_15916279	0.857143	0.96	0.93617	0.942857	NA	NA
chr5_168047427_168047549	0.857143	0.866667	NA	NA	NA	NA
chr4_40100036_40100126	0.461538	0.448276	NA	NA	NA	NA
chr6_13595477_13595564	0.837209	0.804878	0.931034	0.809524	NA	NA
chr2_113457065_113457204	0.133333	0.0555556	0	NA	NA	NA
chr3_171107183_171107206	NA	NA	0.470588	NA	NA	NA
chr11_34895010_34895110	NA	0.636364	0.866667	0.875	NA	NA
chr10_119930329_119930431	0.764706	1	1	NA	NA	NA
chr10_121973523_121973599	NA	0.545455	0	0	0	NA
chr22_20799671_20799766	0.888889	NA	NA	NA	NA	NA
chr16_5060286_5060436	NA	NA	0.76	NA	NA	NA
chr2_241655271_241655343	0.6	NA	1	NA	NA	NA
chr4_37844364_37844553	NA	NA	NA	NA	NA	NA
chr17_45246505_45246604	0.933333	0.95	NA	NA	NA	NA
chr12_30733629_30733711	0.553903	0.583744	0.322917	0.27381	0.380952	NA
chr12_121160902_121160974	0.973684	NA	NA	0.95122	NA	NA
chr2_214792297_214792445	NA	0.923077	0.933333	0.666667	0.8	NA
chr11_74927391_74927488	NA	NA	0.818182	NA	NA	NA
chr10_98186467_98186563	0.0833333	0.0909091	NA	NA	NA	NA
chr1_103598069_103598253	0	0	0.12	NA	NA	NA
chr8_94756036_94756159	NA	NA	NA	NA	NA	NA
chr12_57166930_57167046	NA	NA	NA	NA	NA	NA
chr1_23340852_23341020	0.172414	0.102564	0.183099	0.125	0.163636	NA
chr16_24793473_24793649	0.8	1	NA	NA	NA	NA
chrX_84440532_84440585	0.692308	NA	NA	NA	NA	NA
chr11_119025692_119025757	NA	NA	0.25	NA	NA	NA
chr7_99520169_99520304	NA	NA	NA	NA	NA	NA
chr6_89689870_89690143	NA	NA	0.866667	0.7	NA	NA
chr1_146986352_146986524	0.52	0.541667	0.428571	0.511111	0.583333	NA
chr7_92509329_92509411	0.615385	0.647059	NA	NA	NA	NA
chr4_947709_947892	NA	NA	NA	NA	NA	NA
chr10_20840739_20840849	0.944444	0.909091	0.613497	NA	0.411765	NA
chr1_234400853_234400948	0.801887	0.673469	0.277778	0.466667	0.4	NA
chr7_66560579_66560675	0.266667	0.135135	0.304348	0.3	0.470588	NA
chr22_20803191_20803320	NA	NA	NA	NA	NA	NA
chr3_27379249_27379356	0.5	0.837838	0	NA	0.181818	NA
chr15_85662388_85662453	0.322581	0.25	0.140351	NA	0.0769231	NA
chr6_83100705_83100886	0.925926	0.947368	0.923077	0.954545	1	NA
chrX_101400666_101400757	NA	1	0.923077	0.75	NA	NA
chr1_173873467_173873566	NA	0.916667	0.884615	0.972973	NA	NA
chr4_86693587_86693674	0.6	NA	0.833333	NA	NA	NA
chr12_132147633_132147782	NA	NA	NA	NA	NA	NA
chr17_20367613_20367750	0.801724	0.875912	0.877358	0.85	0.851852	NA
chr4_44691666_44691799	NA	NA	NA	NA	NA	NA
chr11_36227085_36227430	NA	NA	NA	NA	NA	NA
chr10_21906423_21906516	0.21875	0.266667	0.0181818	0	0.0625	NA
chr5_13917143_13917256	NA	NA	1	NA	NA	NA
chr8_95036302_95036494	NA	NA	NA	NA	NA	NA
chr15_71847415_71847468	0.3125	0.2	0	0	NA	NA
chr1_204544535_204544684	0.793548	0.771654	0.879464	0.843434	0.879121	NA
chr3_177064920_177065022	0.8	0.875	0.916667	0.857143	0.736842	NA
chr15_70684265_70684446	NA	NA	NA	NA	NA	NA
chr8_91076592_91076731	0.666667	0.452381	0.4	0.575758	0.375	NA
chr2_158340242_158340393	0.0487805	0.105263	0.272727	NA	NA	NA
chr1_211360702_211360779	NA	NA	NA	NA	NA	NA
chr10_63219878_63219983	0.607199	0.559078	0.558974	0.504792	0.519337	0.272727
chr1_52906519_52906611	0	NA	0.355556	NA	NA	NA
chr10_68430436_68430660	NA	NA	NA	NA	NA	NA
chr6_84201737_84201767	0.933333	0.9	1	0.913043	1	NA
chr1_186389588_186389624	0.963636	0.977273	0.895833	0.96	0.888889	NA
chr19_11024331_11024438	NA	NA	NA	NA	NA	NA
chr17_69285388_69285420	0.0540541	0	NA	NA	NA	NA
chr12_100128580_100128725	0.180556	0.097561	0.16	0.0666667	0.0909091	NA
chr22_29255271_29255361	NA	NA	0.176471	NA	0	NA
chr2_15613224_15613284	NA	NA	NA	NA	NA	NA
chr4_15008338_15008427	NA	NA	0.3	0.285714	NA	NA
chr1_1337018_1337055	0.1875	NA	0	0	NA	NA
chr5_115269703_115269798	0.357143	NA	NA	0.777778	NA	NA
chr13_95999211_95999307	0.830189	0.684211	0.844828	0.675676	0.861111	NA
chr17_64868462_64868536	NA	NA	NA	NA	NA	NA
chr22_20316119_20316219	0.962963	0.833333	0.846154	0.789474	0.916667	NA
chr8_100162279_100162420	0.214286	NA	0.37931	NA	NA	NA
chr18_49118744_49118926	0.928571	0.928571	1	0.882353	NA	NA
chr2_94849201_94849307	0.846154	NA	NA	NA	NA	NA
chr3_10379243_10379284	0.230769	NA	NA	NA	NA	NA
chr10_101993538_101993603	NA	NA	NA	NA	NA	NA
chr1_53889244_53889463	NA	NA	0.411765	NA	NA	NA
chr3_180975313_180975404	0.575	0.536585	0.294118	0.181818	0.3125	NA
chr15_44604803_44604927	NA	NA	NA	NA	NA	NA
chr20_49165997_49166285	0.461538	0.263158	0.205882	0.0909091	NA	NA
chr17_80215033_80215138	NA	NA	NA	NA	NA	NA
chr6_104780353_104780457	NA	NA	NA	NA	NA	NA
chr2_73938910_73939022	0.15	0.307692	0.225806	0.173913	0.181818	NA
chr20_34073819_34073866	NA	NA	NA	0.809524	NA	NA
chr19_49679872_49679925	0.2	0.0208333	0.121212	0.133333	0.04	NA
chr2_166306964_166307074	NA	NA	NA	NA	NA	NA
chr1_174877392_174877605	NA	NA	NA	NA	NA	NA
chr2_230328757_230328831	NA	NA	0.7	NA	NA	NA
chr8_140426615_140426641	NA	NA	NA	NA	NA	NA
chr4_113548657_113548729	NA	0.928571	NA	NA	1	NA
chr19_38252306_38252338	0.923077	0.948718	0.947917	0.939431	0.888889	0.923077
chr5_122452925_122452995	NA	NA	NA	NA	NA	NA
chr6_89716650_89716809	NA	NA	NA	NA	NA	NA
chr1_151315573_151316509	NA	NA	NA	NA	NA	NA
chr12_19291644_19291697	0.966667	1	NA	NA	NA	NA
chr17_37520179_37520214	NA	0.8	0.75	NA	NA	NA
chr1_66847484_66847678	NA	0.5	NA	NA	NA	NA
chr5_94523930_94524098	0.889764	0.922481	1	0.363636	0.833333	NA
chr4_176096463_176096585	0.0857143	0.102041	0.259259	NA	NA	NA
chr12_122336632_122336748	0.285714	0.1	0.931183	0.125	0.4	NA
chr15_33757475_33757596	NA	NA	NA	NA	NA	NA
chr3_183052159_183052240	0.8	1	1	1	NA	NA
chr7_148836822_148837000	NA	0.4375	NA	0.1	NA	NA
chr1_42663418_42663543	0.103448	0	0	0	NA	NA
chr6_7395053_7395143	NA	NA	NA	NA	0.909091	NA
chr15_48445376_48445504	NA	NA	NA	NA	NA	NA
chr6_89387295_89387590	NA	NA	NA	NA	NA	NA
chr15_35257386_35257461	0.0714286	0	0.184615	0.171429	0.0454545	NA
chr9_68256921_68256980	NA	NA	NA	NA	NA	NA
chr5_154011241_154011320	NA	0.416667	0.540541	0.538462	NA	NA
chr2_74205705_74205889	NA	NA	NA	NA	NA	NA
chr12_103748867_103749137	NA	NA	NA	NA	NA	NA
chr16_24567792_24567893	0.85	0.818182	0.745455	0.642857	NA	NA
chrX_48818220_48818412	NA	0.785714	1	NA	NA	NA
chr11_77894290_77894349	0.8	NA	0.846154	0.7	1	NA
chr22_31701656_31701762	0.916667	NA	NA	NA	NA	NA
chr10_114302339_114302484	NA	NA	NA	NA	NA	NA
chr10_92470254_92470345	NA	NA	NA	NA	NA	NA
chr1_146796860_146797078	0.954955	0.890625	0.910714	0.944444	NA	NA
chr9_36056980_36057013	0.69697	0.857143	0.114286	0.145455	0.0769231	NA
chr2_61525270_61525333	0.0333333	0.046875	0.337079	0.0217391	0.105263	NA
chr10_14881500_14881645	0.0555556	0.222222	0.153846	NA	0.153846	NA
chr1_178470693_178470727	0.0588235	NA	NA	NA	NA	NA
chr4_98132445_98132603	NA	NA	NA	NA	NA	NA
chr5_39074111_39074158	0.885714	0.833333	0.972222	0.976744	0.961538	NA
chr22_43808995_43809131	0.5	NA	0.296296	NA	NA	NA
chr17_10729031_10729060	NA	NA	0.6	NA	NA	NA
chr14_92010986_92011072	0.769231	0.738636	0.807229	0.72549	0.888889	NA
chr6_135290423_135290525	0.930233	0.926316	0.822581	0.804878	0.777778	NA
chr3_108585666_108585749	NA	NA	NA	NA	NA	NA
chr2_110149782_110149853	NA	NA	NA	NA	NA	NA
chr19_1063760_1063863	0.961039	0.916667	0.9375	NA	NA	NA
chr11_19142978_19143123	NA	NA	NA	NA	NA	NA
chr5_161326368_161326481	0.1	0.05	NA	NA	NA	NA
chr9_127734299_127734564	NA	NA	NA	NA	NA	NA
chr5_118944559_118944649	0.851064	0.909091	0.916667	1	NA	NA
chr6_83179810_83179967	0.6	0.821429	0.971429	0.941176	0.9	NA
chr22_29550728_29550843	0.2	0.137931	0.2	NA	NA	NA
chr18_46903527_46903635	0.0442478	0.0736842	0.15493	0.0357143	0.0588235	NA
chr11_85978070_85978093	NA	NA	NA	0.9	NA	NA
chr10_104230590_104230843	NA	NA	NA	NA	NA	NA
chr11_2570628_2570754	NA	NA	NA	NA	NA	NA
chr17_59001598_59001714	0.888889	0.956522	NA	NA	NA	NA
chr19_5119118_5119219	NA	NA	NA	NA	NA	NA
chr5_123022307_123022427	0.0833333	0.0588235	0	0.1	NA	NA
chr19_22985655_22985831	NA	NA	0.136364	NA	NA	NA
chr17_35779244_35779323	NA	NA	1	NA	NA	NA
chr2_178372126_178372233	NA	0.454545	NA	NA	NA	NA
chr13_60439688_60439772	0.758621	0.62069	0.905882	0.918919	0.857143	NA
chr13_102767273_102767478	0.84	0.896552	0.947368	0.769231	0.818182	NA
chr19_48249523_48249633	NA	NA	NA	NA	NA	NA
chr18_13037237_13037301	0.483871	0.333333	0.6875	0.769231	NA	NA
chr5_139865549_139865625	NA	NA	NA	NA	NA	NA
chr8_17723672_17723833	NA	NA	0.411765	NA	NA	NA
chr17_63634709_63634801	NA	NA	NA	NA	NA	NA
chr14_55026711_55026803	NA	NA	NA	NA	NA	NA
chr15_74897011_74897219	NA	NA	NA	NA	NA	NA
chr5_35644355_35644525	0.1	NA	NA	NA	NA	NA
chr5_140300416_140300582	0.898148	0.972603	0.93617	0.724138	0.827586	NA
chr5_70207558_70207745	NA	0.733333	NA	0.931818	NA	NA
chr6_111193293_111193324	NA	NA	NA	NA	NA	NA
chrX_106955955_106956010	0.272727	NA	NA	NA	NA	NA
chr16_29993906_29994843	0.923077	0.884615	0.84375	0.714286	NA	NA
chr9_112836214_112836409	0.903226	NA	NA	0.968254	NA	NA
chr18_2722519_2722663	0.923077	0.894737	1	0.73913	1	NA
chr22_17750105_17750174	NA	NA	NA	NA	NA	NA
chr14_92706483_92706653	NA	0.785714	0.666667	0.666667	0.714286	NA
chr6_42934475_42934598	1	NA	NA	NA	0.909091	NA
chr2_127523676_127523791	0.793103	0.849558	0.913043	0.903846	0.891892	NA
chr5_118928537_118928729	0.857143	0.909091	0.966667	1	NA	NA
chr1_244689249_244689342	0.818182	0.833333	0.909091	NA	NA	NA
chr1_120441278_120441489	NA	NA	NA	NA	NA	NA
chr22_20810967_20811032	NA	NA	NA	NA	NA	NA
chr1_9877905_9877989	NA	NA	NA	NA	NA	NA
chr14_55663955_55664041	0.5625	0.916667	0.636364	0.75	NA	NA
chr7_95828057_95828116	0.952381	0.888889	NA	0.444444	NA	NA
chr7_144835560_144835618	NA	NA	NA	NA	NA	NA
chr12_123652532_123652561	0.93	0.854701	0.908333	0.843137	0.925926	NA
chr19_41301536_41301704	NA	NA	NA	NA	NA	NA
chr19_36201977_36202050	NA	NA	NA	NA	NA	NA
chr2_171392043_171392197	0.492537	0.418605	0.482143	0.416667	0.473684	NA
chr22_42559135_42559221	0.217391	NA	0	NA	NA	NA
chr12_120526457_120526546	NA	NA	NA	NA	NA	NA
chr2_43700971_43701081	NA	NA	NA	NA	NA	NA
chr2_230245863_230245940	NA	NA	NA	NA	NA	NA
chr12_109090009_109090207	0.961538	0.913043	0.85119	0.877551	0.78125	NA
chr7_74718879_74718941	NA	NA	NA	NA	NA	NA
chr1_45690974_45691110	NA	NA	NA	0.0666667	NA	NA
chr17_30118080_30118173	1	0.928571	1	NA	NA	NA
chr11_61957387_61957464	NA	NA	NA	0.923077	NA	NA
chr9_35684732_35684807	0.977778	1	0.966667	NA	1	NA
chr7_152853494_152853577	NA	NA	1	NA	NA	NA
chr8_52246586_52246664	NA	NA	NA	0.307692	NA	NA
chr11_70349923_70350039	NA	NA	0.228571	NA	NA	NA
chr2_61203140_61203263	0.291667	0.35	0.652174	0.571429	NA	NA
chr19_34430576_34430659	0.941176	1	NA	NA	NA	NA
chr14_75063470_75063561	0.831461	0.815534	0.538462	0.6875	0.8	NA
chr10_15816835_15816915	NA	NA	NA	NA	NA	NA
chr2_135504329_135504496	1	NA	1	NA	NA	NA
chr8_130943351_130943462	NA	0.966667	0.892857	NA	NA	NA
chr3_50577826_50577875	NA	NA	NA	NA	NA	NA
chr10_30437176_30437406	NA	NA	NA	NA	NA	NA
chr7_103028600_103028748	NA	NA	0.875	NA	NA	NA
chr19_2110707_2110896	NA	NA	NA	NA	NA	NA
chr2_196012787_196012906	0.8	NA	0.666667	NA	NA	NA
chr16_70561630_70561784	NA	NA	NA	NA	NA	NA
chr12_100263497_100263893	NA	NA	0.818182	NA	NA	NA
chr4_98134347_98134459	NA	NA	NA	NA	NA	NA
chr3_33364625_33364719	1	NA	NA	NA	NA	NA
chr5_136152675_136152758	NA	0	0.214286	0	NA	NA
chr18_50916168_50916243	NA	NA	0.666667	NA	NA	NA
chr4_76078765_76079141	0.217391	NA	NA	NA	NA	NA
chr5_171914343_171914405	0.285714	0.64	0.892857	0.8125	NA	NA
chr2_85852860_85853099	NA	NA	NA	NA	NA	NA
chr5_150403121_150403312	NA	NA	0.35	NA	NA	NA
chr15_33773534_33773615	NA	NA	0.928571	NA	NA	NA
chr3_179602652_179602797	0.96875	0.977778	0.906977	0.956522	0.882353	NA
chr6_98917374_98917719	NA	NA	NA	NA	NA	NA
chr6_89780212_89780293	NA	NA	0.846154	NA	NA	NA
chr6_136273963_136274189	0.0718954	0.0961538	0.273381	0.0131579	0.030303	NA
chrX_107116151_107116244	0	0.0384615	0.125	0.26087	0.0588235	NA
chr2_178697121_178697168	NA	NA	NA	NA	NA	NA
chr19_36922586_36922846	NA	NA	NA	NA	NA	NA
chr12_130517828_130517917	0.4	0.916667	NA	NA	NA	NA
chr13_31247023_31247099	1	0.923077	0.909091	NA	NA	NA
chr6_36599821_36600276	NA	0.307692	0.130435	0.0714286	0	NA
chr22_39647822_39647926	0.1	NA	NA	NA	NA	NA
chr10_17168841_17168917	NA	NA	0.681818	NA	NA	NA
chr10_76884989_76885017	0.188406	0.134615	NA	NA	NA	NA
chr1_145907041_145907150	NA	NA	NA	NA	0.9	NA
chr1_234437275_234437372	0.875	NA	NA	NA	NA	NA
chr2_55181570_55181744	NA	NA	0.583333	NA	NA	NA
chr3_43289740_43289789	NA	0.1875	NA	NA	NA	NA
chrX_84096194_84096311	NA	NA	NA	NA	NA	NA
chr20_36214360_36214440	0.4	0.519231	0.6	0.666667	NA	NA
chr17_60466291_60466459	NA	NA	NA	NA	NA	NA
chr18_46864164_46864248	0.913043	0.882883	0.895349	0.970588	0.882353	NA
chr1_1312440_1312501	0.903226	0.870056	0.851852	0.824176	0.85	NA
chrX_19935809_19935898	NA	NA	0.923077	NA	NA	NA
chr10_24999401_24999546	NA	NA	0.5	NA	NA	NA
chr5_57221376_57221396	0.111111	0.031746	0.0666667	0.0703125	0.0833333	NA
chr9_137161924_137162088	NA	0.857143	NA	NA	NA	NA
chr2_96615492_96615544	NA	NA	NA	NA	NA	NA
chr7_1435101_1435147	0.736842	0.821429	0.893064	0.75	0.988764	NA
chr6_46664774_46664886	0.949153	0.828571	1	0.977778	1	NA
chr6_56529448_56529774	0.166667	0.105042	0.985151	0.0330124	0.861111	NA
chr2_201401018_201401094	NA	0.272727	NA	NA	NA	NA
chr2_171081640_171081708	0.0666667	0.0978261	0.30303	0.135135	0.129032	NA
chr14_61995876_61996542	0.175258	0.159722	NA	NA	0.166667	NA
chr16_2895220_2895320	0.933333	0.909091	1	0.769231	NA	NA
chr12_123688051_123688177	0.6875	0.5	NA	NA	NA	NA
chr1_161158121_161158211	1	1	0.848485	0.971429	0.916667	NA
chr10_58800194_58800326	NA	NA	NA	NA	NA	NA
chr11_45946076_45946098	NA	NA	NA	NA	NA	NA
chr19_16377122_16377254	0.84375	0.714286	0.541667	0.833333	NA	NA
chr18_46118181_46118316	NA	NA	NA	NA	NA	NA
chrX_84102037_84102198	NA	NA	NA	NA	NA	NA
chr4_145763402_145763468	NA	NA	0.25	NA	NA	NA
chr13_36867273_36867383	NA	NA	NA	NA	NA	NA
chr12_95298862_95298943	0	0	0.208333	0	0.0769231	NA
chr2_111968137_111968252	NA	NA	0.909091	NA	NA	NA
chr12_68325172_68325247	NA	NA	0.142857	0.166667	NA	NA
chr17_75288502_75288591	NA	NA	NA	NA	NA	NA
chr1_15946935_15947123	NA	NA	NA	NA	NA	NA
chr2_10657742_10657891	0.56	0.6875	0.875	0.833333	NA	NA
chr18_37259181_37259264	0.595238	0.585185	NA	NA	NA	NA
chr15_33193909_33193984	NA	0	NA	NA	NA	NA
chr20_35374184_35374256	NA	0.916667	0.96875	0.818182	NA	NA
chr18_79933969_79934022	NA	NA	NA	NA	NA	NA
chr15_79012489_79012527	0.0625	0	NA	0.0833333	NA	NA
chr8_76986187_76986296	NA	NA	0.703704	0.615385	0.583333	NA
chr4_128942996_128943188	0.74359	0.808511	0.793103	0.8	NA	NA
chr6_151454548_151454653	NA	NA	NA	NA	NA	NA
chr17_64606602_64606640	NA	NA	0.897059	NA	NA	NA
chr1_32797592_32797638	0	0.1	0.0263158	0.0588235	NA	NA
chr8_92954406_92954564	0.909091	0.866667	0.928571	NA	NA	NA
chr14_21263311_21263336	NA	0.857143	0.941176	0.925926	0.9375	NA
chr11_64320661_64320792	0.902439	0.962264	0.934426	0.932203	1	NA
chr4_84808334_84808417	NA	NA	NA	NA	NA	NA
chr2_179483272_179483434	0.708333	0.684211	NA	NA	NA	NA
chr3_16271659_16271722	NA	NA	NA	NA	NA	NA
chr12_28259364_28259442	0.888889	0.818898	0.897959	0.914894	0.823529	NA
chr19_50481861_50481947	NA	NA	NA	0	NA	NA
chr7_149014904_149015042	NA	NA	NA	NA	NA	NA
chr6_36517717_36517840	NA	NA	1	NA	1	NA
chr17_18335559_18335675	NA	NA	1	0.823529	NA	NA
chr15_36644278_36644323	0.923077	0.8125	0.73913	0.863636	1	NA
chr19_43494702_43494815	NA	0.923077	NA	NA	NA	NA
chr10_76914057_76914137	1	NA	NA	NA	NA	NA
chr5_6622016_6622100	NA	NA	NA	NA	NA	NA
chr16_69776189_69776241	NA	NA	NA	0	NA	NA
chr11_73808313_73808350	NA	0.785714	NA	0.868421	NA	NA
chr2_36560785_36560865	1	0.818182	0.181818	1	NA	NA
chr7_4933217_4933334	NA	NA	NA	NA	NA	NA
chr15_54507117_54507194	NA	0.9	NA	NA	NA	NA
chr8_140549114_140549298	NA	NA	NA	NA	NA	NA
chr2_28865017_28865119	0.533333	0.733333	0.916667	NA	NA	NA
chrX_53193437_53193636	NA	NA	NA	NA	NA	NA
chr12_132642177_132642397	NA	NA	NA	NA	NA	NA
chr3_184352013_184352117	0.909091	1	0.904762	NA	NA	NA
chrX_123885631_123886539	0.9	NA	1	NA	NA	NA
chr9_17411465_17411587	NA	NA	NA	NA	NA	NA
chr2_203394700_203394846	NA	NA	NA	NA	NA	NA
chr10_70816811_70816880	NA	NA	NA	NA	NA	NA
chr6_42885974_42886083	0.857143	1	0.894737	1	NA	NA
chr15_33092133_33092203	0.162162	0	NA	NA	NA	NA
chr4_2926642_2926675	0.202703	0.888889	0.132075	0.906977	NA	NA
chr6_83049709_83049772	0.0666667	0.1	NA	NA	NA	NA
chr10_74138802_74138931	NA	NA	NA	0.545455	NA	NA
chr15_78025259_78025497	NA	NA	NA	NA	NA	NA
chr2_227342745_227342819	0.142857	0.03125	0.142857	0.0909091	NA	NA
chr1_196305234_196305345	0.882353	0.864865	NA	NA	NA	NA
chr4_156861429_156861489	NA	NA	NA	NA	NA	NA
chr4_55888888_55888932	0.0416667	0.272727	0	0.6	0	NA
chr11_72827188_72827293	0.846154	0.910714	0.941176	0.981481	0.974359	NA
chr1_39340804_39340953	0.592593	0.526316	0.750877	0.545455	0.866667	NA
chr9_93532155_93532329	NA	NA	NA	NA	NA	NA
chr5_61098992_61099032	0.964286	0.878788	0.888889	0.962963	1	NA
chr8_140925661_140925749	0.240741	0.277778	0.484536	0.462963	0.290323	NA
chr2_24246797_24246893	NA	NA	NA	NA	NA	NA
chr22_39149789_39149832	NA	NA	NA	NA	NA	NA
chr4_41065576_41065673	0.96	0.947368	NA	0.852941	0.75	NA
chr12_40305785_40305966	0.866667	NA	NA	NA	1	NA
chr5_151110627_151110644	0.961538	0.914286	0.9375	NA	1	NA
chr5_64200808_64200942	0.822222	0.825397	0.961538	NA	0.8	NA
chr1_201788468_201788638	0.7	0.857143	0.846154	0.733333	0.578947	NA
chr16_7693315_7693367	0.554054	0.615385	NA	NA	0.0909091	NA
chr10_45652984_45653059	NA	NA	NA	NA	NA	NA
chr1_151056651_151056786	NA	NA	0.291667	0.125	0.2	NA
chr17_81995992_81996065	NA	NA	NA	NA	NA	NA
chr14_35541740_35541804	NA	NA	NA	NA	NA	NA
chr6_99416349_99416428	0.590218	0.559939	0.661368	0.395349	0.522124	0.590909
chr1_15529088_15529272	0.8	NA	NA	NA	NA	NA
chr11_62356325_62356467	NA	1	0.940299	0.875	NA	NA
chr5_67004952_67005085	NA	0	NA	NA	NA	NA
chr16_58252727_58252853	0.666667	0.741935	0.882353	NA	NA	NA
chr6_109741444_109741544	NA	NA	NA	NA	NA	NA
chr8_132613025_132613176	0.186047	0.230769	0	NA	NA	NA
chr17_43193348_43193638	NA	NA	NA	NA	NA	NA
chr7_66576755_66576932	0.285714	0.15625	0.0909091	0.235294	0.117647	NA
chr18_35373456_35373600	NA	NA	NA	NA	NA	NA
chr19_40622950_40623021	NA	NA	NA	NA	NA	NA
chr12_54528247_54528377	NA	NA	NA	NA	NA	NA
chr9_125213370_125213522	NA	NA	NA	0.357143	NA	NA
chr2_10654481_10654547	0.846154	0.857143	0.84375	0.947368	NA	NA
chr12_56318237_56318434	0.847826	0.869565	0.850746	0.945652	1	NA
chr10_80167226_80167313	NA	NA	NA	NA	NA	NA
chr9_135827407_135827584	NA	NA	NA	NA	NA	NA
chr14_79853539_79854217	0.909091	0.742857	NA	NA	NA	NA
chr2_53913871_53913931	NA	NA	0.9	0.9375	NA	NA
chr2_196877573_196877636	NA	NA	NA	NA	NA	NA
chr1_246851905_246852038	0.411765	0.2	0.037037	0	0.545455	NA
chr2_178728110_178728397	NA	NA	NA	NA	NA	NA
chr4_158235438_158235505	NA	0.8	0.823529	0.722397	NA	NA
chr1_161323614_161323670	0.96	0.903226	0.933333	0.777778	0.933333	NA
chr22_40924362_40924482	NA	NA	NA	NA	NA	NA
chr15_30836755_30836910	0.52381	NA	0.363636	NA	NA	NA
chr15_62618351_62618475	0.285714	0.261538	0.25	NA	0.166667	NA
chr17_30743301_30743369	0.578947	0.523256	0.5	0.617021	0.433333	NA
chr1_240800641_240800721	0.589744	0.470588	NA	NA	NA	NA
chr11_105033064_105033126	NA	NA	NA	NA	NA	NA
chrX_30691123_30691199	0.884615	0.956522	0.875	0.928571	NA	NA
chrX_85267278_85267415	0.225806	0.142857	0.227273	0.25	0.111111	NA
chr11_115377307_115377360	NA	NA	NA	NA	NA	NA
chr22_43635102_43635216	NA	NA	NA	NA	NA	NA
chr10_103139406_103139479	0.9375	0.823529	0.938144	0.6875	0.846154	NA
chr9_35699974_35700081	NA	NA	NA	NA	NA	NA
chr11_125891423_125891472	NA	NA	NA	NA	NA	NA
chr8_97689038_97689103	0.694118	0.569444	0.973913	0.967033	0.925926	NA
chr11_31408110_31408330	0.352941	0.0666667	0	NA	NA	NA
chr2_97531516_97531537	0.0706522	0.32	0	0	NA	NA
chr4_183683975_183684054	NA	NA	NA	NA	NA	NA
chr9_128457198_128457437	0.0243902	0.108696	0.0333333	0.166667	0.0909091	NA
chr17_43193094_43193253	NA	NA	NA	NA	NA	NA
chr8_74004796_74004885	NA	NA	NA	NA	NA	NA
